SHOULDBE ,STATE,ABBR,CURRENTNAME,fips,lat,long
Chattooga,Georgia,GA,Cherokee County,13057,34.244317,-84.475057
Cherokee,Georgia,GA,Clarke County,13059,33.952185,-83.367152
Clarke,Georgia,GA,Clay County,13061,31.619831,-84.992583
Clay,Georgia,GA,Clayton County,13063,33.542686,-84.355573
Clayton,Georgia,GA,Clinch County,13065,30.917653,-82.702614
Clinch,Georgia,GA,Cobb County,13067,33.93993,-84.574112
Cobb,Georgia,GA,Coffee County,13069,31.549245,-82.84494
Coffee,Georgia,GA,Colquitt County,13071,31.189707,-83.769773
Colquitt,Georgia,GA,Columbia County,13073,33.547631,-82.252296
Columbia,Georgia,GA,Cook County,13075,31.152516,-83.429445
Cook,Georgia,GA,Coweta County,13077,33.352897,-84.762138
Coweta,Georgia,GA,Crawford County,13079,32.709428,-83.979187
Crawford,Georgia,GA,Crisp County,13081,31.915148,-83.753531
Crisp,Georgia,GA,Dade County,13083,34.852424,-85.506201
Dade,Georgia,GA,Dawson County,13085,34.442608,-84.173261
Dawson,Georgia,GA,Decatur County,13087,30.880643,-84.58389
Decatur,Georgia,GA,DeKalb County,13089,33.770661,-84.226343
DeKalb,Georgia,GA,Dodge County,13091,32.164369,-83.167866
Dodge,Georgia,GA,Dooly County,13093,32.151995,-83.807167
Dooly,Georgia,GA,Dougherty County,13095,31.532588,-84.20904
Dougherty,Georgia,GA,Douglas County,13097,33.701242,-84.767314
Douglas,Georgia,GA,Early County,13099,31.324191,-84.906723
Early,Georgia,GA,Echols County,13101,30.714008,-82.897376
Echols,Georgia,GA,Effingham County,13103,32.36168,-81.343372
Effingham,Georgia,GA,Elbert County,13105,34.116413,-82.841909
Elbert,Georgia,GA,Emanuel County,13107,32.5911,-82.299763
Emanuel,Georgia,GA,Evans County,13109,32.153083,-81.890153
Evans,Georgia,GA,Fannin County,13111,34.866543,-84.317331
Fannin,Georgia,GA,Fayette County,13113,33.412717,-84.493941
Fayette,Georgia,GA,Floyd County,13115,34.263692,-85.213685
Floyd,Georgia,GA,Forsyth County,13117,34.225143,-84.127408
Forsyth,Georgia,GA,Franklin County,13119,34.375266,-83.227532
Franklin,Georgia,GA,Fulton County,13121,33.790034,-84.468182
Fulton,Georgia,GA,Gilmer County,13123,34.690506,-84.454624
Gilmer,Georgia,GA,Glascock County,13125,33.227491,-82.606913
Glascock,Georgia,GA,Glynn County,13127,31.21271,-81.49645
Glynn,Georgia,GA,Gordon County,13129,34.509667,-84.873862
Gordon,Georgia,GA,Grady County,13131,30.875908,-84.24508
Grady,Georgia,GA,Greene County,13133,33.57674,-83.166613
Greene,Georgia,GA,Gwinnett County,13135,33.959146,-84.023087
Gwinnett,Georgia,GA,Habersham County,13137,34.634392,-83.525875
Habersham,Georgia,GA,Hall County,13139,34.317569,-83.8185
Hall,Georgia,GA,Hancock County,13141,33.26922,-83.000465
Hancock,Georgia,GA,Haralson County,13143,33.795165,-85.220063
Haralson,Georgia,GA,Harris County,13145,32.731549,-84.912432
Harris,Georgia,GA,Hart County,13147,34.348733,-82.96329
Hart,Georgia,GA,Heard County,13149,33.291347,-85.137886
Heard,Georgia,GA,Henry County,13151,33.452947,-84.154021
Henry,Georgia,GA,Houston County,13153,32.458287,-83.662522
Houston,Georgia,GA,Irwin County,13155,31.604306,-83.277037
Irwin,Georgia,GA,Jackson County,13157,34.130905,-83.562557
Jackson,Georgia,GA,Jasper County,13159,33.316981,-83.689151
Jasper,Georgia,GA,Jeff Davis County,13161,31.811615,-82.636825
Jeff Davis,Georgia,GA,Jefferson County,13163,33.058176,-82.420004
Jefferson,Georgia,GA,Jenkins County,13165,32.794563,-81.971524
Jenkins,Georgia,GA,Johnson County,13167,32.694584,-82.66397
Johnson,Georgia,GA,Jones County,13169,33.021664,-83.562196
Jones,Georgia,GA,Lamar County,13171,33.07444,-84.146689
Lamar,Georgia,GA,Lanier County,13173,31.038197,-83.063164
Lanier,Georgia,GA,Laurens County,13175,32.39322,-82.926317
Laurens,Georgia,GA,Lee County,13177,31.818419,-84.146681
Lee,Georgia,GA,Liberty County,13179,31.807458,-81.457871
Liberty,Georgia,GA,Lincoln County,13181,33.792151,-82.448299
Lincoln,Georgia,GA,Long County,13183,31.749563,-81.74287
Long,Georgia,GA,Lowndes County,13185,30.833145,-83.268995
Lowndes,Georgia,GA,Lumpkin County,13187,34.56814,-83.998925
Lumpkin,Georgia,GA,McDuffie County,13189,33.479623,-82.478733
Macon,Georgia,GA,McIntosh County,13191,31.488506,-81.372289
Madison,Georgia,GA,Macon County,13193,32.362686,-84.051231
Marion,Georgia,GA,Madison County,13195,34.128526,-83.203737
McDuffie,Georgia,GA,Marion County,13197,32.359312,-84.528735
McIntosh,Georgia,GA,Meriwether County,13199,33.029267,-84.667058
Meriwether,Georgia,GA,Miller County,13201,31.162931,-84.730398
Miller,Georgia,GA,Mitchell County,13205,31.228997,-84.192038
Mitchell,Georgia,GA,Monroe County,13207,33.017435,-83.922938
Monroe,Georgia,GA,Montgomery County,13209,32.172108,-82.533349
Montgomery,Georgia,GA,Morgan County,13211,33.598696,-83.499435
Morgan,Georgia,GA,Murray County,13213,34.797097,-84.73799
Murray,Georgia,GA,Muscogee County,13215,32.510197,-84.874946
Muscogee,Georgia,GA,Newton County,13217,33.544041,-83.855184
Newton,Georgia,GA,Oconee County,13219,33.834125,-83.437728
Oconee,Georgia,GA,Oglethorpe County,13221,33.866806,-83.074081
Oglethorpe,Georgia,GA,Paulding County,13223,33.92103,-84.867169
Paulding,Georgia,GA,Peach County,13225,32.571324,-83.831978
Peach,Georgia,GA,Pickens County,13227,34.456746,-84.490351
Pickens,Georgia,GA,Pierce County,13229,31.353998,-82.21037
Pierce,Georgia,GA,Pike County,13231,33.081224,-84.389848
Pike,Georgia,GA,Polk County,13233,33.996015,-85.188338
Polk,Georgia,GA,Pulaski County,13235,32.238803,-83.481845
Pulaski,Georgia,GA,Putnam County,13237,33.32106,-83.37179
Putnam,Georgia,GA,Quitman County,13239,31.862938,-85.004798
Quitman,Georgia,GA,Rabun County,13241,34.883934,-83.40487
Rabun,Georgia,GA,Randolph County,13243,31.762651,-84.752311
Randolph,Georgia,GA,Richmond County,13245,33.361486,-82.074998
Richmond,Georgia,GA,Rockdale County,13247,33.652081,-84.02637
Rockdale,Georgia,GA,Schley County,13249,32.263444,-84.322708
Schley,Georgia,GA,Screven County,13251,32.744751,-81.617585
Screven,Georgia,GA,Seminole County,13253,30.93396,-84.867685
Seminole,Georgia,GA,Spalding County,13255,33.262348,-84.284905
Spalding,Georgia,GA,Stephens County,13257,34.552914,-83.290216
Stephens,Georgia,GA,Stewart County,13259,32.073225,-84.834912
Stewart,Georgia,GA,Sumter County,13261,32.042266,-84.204294
Sumter,Georgia,GA,Talbot County,13263,32.704603,-84.530029
Talbot,Georgia,GA,Taliaferro County,13265,33.559319,-82.875272
Taliaferro,Georgia,GA,Tattnall County,13267,32.043768,-82.059208
Tattnall,Georgia,GA,Taylor County,13269,32.554667,-84.251426
Taylor,Georgia,GA,Telfair County,13271,31.913641,-82.931063
Telfair,Georgia,GA,Terrell County,13273,31.777191,-84.439446
Terrell,Georgia,GA,Thomas County,13275,30.864619,-83.919815
Thomas,Georgia,GA,Tift County,13277,31.457003,-83.525931
Tift,Georgia,GA,Toombs County,13279,32.117812,-82.330626
Toombs,Georgia,GA,Towns County,13281,34.902529,-83.732264
Towns,Georgia,GA,Treutlen County,13283,32.409586,-82.570882
Treutlen,Georgia,GA,Troup County,13285,33.034482,-85.02836
Troup,Georgia,GA,Turner County,13287,31.7248,-83.620319
Turner,Georgia,GA,Twiggs County,13289,32.665847,-83.425879
Twiggs,Georgia,GA,Union County,13291,34.833333,-83.989257
Union,Georgia,GA,Upson County,13293,32.881837,-84.292283
Unknown,Georgia,GA,Walker County,13295,34.735802,-85.305456
Upson,Georgia,GA,Walton County,13297,33.783887,-83.731829
Walker,Georgia,GA,Ware County,13299,31.050881,-82.421507
Walton,Georgia,GA,Warren County,13301,33.419169,-82.688012
Ware,Georgia,GA,Washington County,13303,32.971843,-82.798112
Warren,Georgia,GA,Wayne County,13305,31.547845,-81.912376
Washington,Georgia,GA,Webster County,13307,32.046691,-84.553828
Wayne,Georgia,GA,Wheeler County,13309,32.105258,-82.733849
Webster,Georgia,GA,White County,13311,34.643776,-83.743417
Wheeler,Georgia,GA,Whitfield County,13313,34.801726,-84.968541
White,Georgia,GA,Wilcox County,13315,31.96272,-83.438259
Whitfield,Georgia,GA,Wilkes County,13317,33.779031,-82.747921
Wilcox,Georgia,GA,Wilkinson County,13319,32.804266,-83.175512
Wilkes,Georgia,GA,Worth County,13321,31.551773,-83.84996
Wilkinson,Georgia,HI,Hawaii County,15001,19.597764,-155.502443
Worth,Georgia,HI,Honolulu County,15003,21.580023,-158.123406
Unknown,Guam,HI,Kalawao County,15005,21.218764,-156.97401
Hawaii,Hawaii,HI,Kauai County,15007,22.012038,-159.705965
Honolulu,Hawaii,HI,Maui County,15009,20.855931,-156.60155
Kauai,Hawaii,ID,Ada County,16001,43.451477,-116.244376
Maui,Hawaii,ID,Adams County,16003,44.877004,-116.461624
Ada,Idaho,ID,Bannock County,16005,42.692921,-112.228982
Adams,Idaho,ID,Bear Lake County,16007,42.285892,-111.327517
Bannock,Idaho,ID,Benewah County,16009,47.218451,-116.633541
Bear Lake,Idaho,ID,Bingham County,16011,43.216357,-112.399206
Benewah,Idaho,ID,Blaine County,16013,43.394192,-113.955371
Bingham,Idaho,ID,Boise County,16015,43.987275,-115.71511
Blaine,Idaho,ID,Bonner County,16017,48.316796,-116.612364
Boise,Idaho,ID,Bonneville County,16019,43.395171,-111.621878
Bonner,Idaho,ID,Boundary County,16021,48.773131,-116.524668
Bonneville,Idaho,ID,Butte County,16023,43.685101,-113.177631
Boundary,Idaho,ID,Camas County,16025,43.502552,-114.772135
Butte,Idaho,ID,Canyon County,16027,43.625796,-116.709058
Camas,Idaho,ID,Caribou County,16029,42.786072,-111.544273
Canyon,Idaho,ID,Cassia County,16031,42.282313,-113.626328
Caribou,Idaho,ID,Clark County,16033,44.290218,-112.354613
Cassia,Idaho,ID,Clearwater County,16035,46.67257,-115.6535
Clark,Idaho,ID,Custer County,16037,44.273351,-114.252267
Clearwater,Idaho,ID,Elmore County,16039,43.394698,-115.471205
Custer,Idaho,ID,Franklin County,16041,42.173609,-111.822965
Elmore,Idaho,ID,Fremont County,16043,44.218091,-111.484429
Franklin,Idaho,ID,Gem County,16045,44.061473,-116.398784
Fremont,Idaho,ID,Gooding County,16047,42.973185,-114.82142
Gem,Idaho,ID,Idaho County,16049,45.849644,-115.467337
Gooding,Idaho,ID,Jefferson County,16051,43.796965,-112.318588
Idaho,Idaho,ID,Jerome County,16053,42.691395,-114.262086
Jefferson,Idaho,ID,Kootenai County,16055,47.675966,-116.695922
Jerome,Idaho,ID,Latah County,16057,46.81892,-116.730974
Kootenai,Idaho,ID,Lemhi County,16059,44.928506,-113.887042
Latah,Idaho,ID,Lewis County,16061,46.236328,-116.42376
Lemhi,Idaho,ID,Lincoln County,16063,42.986181,-114.153899
Lewis,Idaho,ID,Madison County,16065,43.788614,-111.656993
Lincoln,Idaho,ID,Minidoka County,16067,42.857211,-113.63984
Madison,Idaho,ID,Nez Perce County,16069,46.333791,-116.760909
Minidoka,Idaho,ID,Oneida County,16071,42.183895,-112.520449
Nez Perce,Idaho,ID,Owyhee County,16073,42.572851,-116.18969
Oneida,Idaho,ID,Payette County,16075,44.00243,-116.750238
Owyhee,Idaho,ID,Power County,16077,42.694126,-112.844407
Payette,Idaho,ID,Shoshone County,16079,47.347694,-115.885092
Power,Idaho,ID,Teton County,16081,43.760994,-111.211765
Shoshone,Idaho,ID,Twin Falls County,16083,42.352309,-114.665639
Teton,Idaho,ID,Valley County,16085,44.85596,-115.618061
Twin Falls,Idaho,ID,Washington County,16087,44.448223,-116.797792
Valley,Idaho,IL,Adams County,17001,39.986052,-91.194961
Washington,Idaho,IL,Alexander County,17003,37.183658,-89.349516
Adams,Illinois,IL,Bond County,17005,38.885924,-89.436592
Alexander,Illinois,IL,Boone County,17007,42.318983,-88.824295
Bond,Illinois,IL,Brown County,17009,39.962069,-90.750309
Boone,Illinois,IL,Bureau County,17011,41.401304,-89.528377
Brown,Illinois,IL,Calhoun County,17013,39.164262,-90.666295
Bureau,Illinois,IL,Carroll County,17015,42.0709,-89.924189
Calhoun,Illinois,IL,Cass County,17017,39.969202,-90.245704
Carroll,Illinois,IL,Champaign County,17019,40.138985,-88.196975
Cass,Illinois,IL,Christian County,17021,39.545524,-89.279593
Champaign,Illinois,IL,Clark County,17023,39.332334,-87.791683
Christian,Illinois,IL,Clay County,17025,38.746819,-88.482325
Clark,Illinois,IL,Clinton County,17027,38.606295,-89.426228
Clay,Illinois,IL,Coles County,17029,39.51368,-88.220782
Clinton,Illinois,IL,Cook County,17031,41.894294,-87.645455
Coles,Illinois,IL,Crawford County,17033,39.002787,-87.760619
Cook,Illinois,IL,Cumberland County,17035,39.273121,-88.240619
Crawford,Illinois,IL,DeKalb County,17037,41.894612,-88.768991
Cumberland,Illinois,IL,De Witt County,17039,40.181499,-88.901853
DeKalb,Illinois,IL,Douglas County,17041,39.766078,-88.222866
De Witt,Illinois,IL,DuPage County,17043,41.852058,-88.086039
Douglas,Illinois,IL,Edgar County,17045,39.679037,-87.74711
DuPage,Illinois,IL,Edwards County,17047,38.417095,-88.047941
Edgar,Illinois,IL,Effingham County,17049,39.047945,-88.592849
Edwards,Illinois,IL,Fayette County,17051,39.001125,-89.017923
Effingham,Illinois,IL,Ford County,17053,40.596539,-88.224588
Fayette,Illinois,IL,Franklin County,17055,37.991852,-88.926321
Ford,Illinois,IL,Fulton County,17057,40.46524,-90.202269
Franklin,Illinois,IL,Gallatin County,17059,37.768677,-88.227964
Fulton,Illinois,IL,Greene County,17061,39.355439,-90.387682
Gallatin,Illinois,IL,Grundy County,17063,41.29241,-88.401054
Greene,Illinois,IL,Hamilton County,17065,38.085227,-88.539009
Grundy,Illinois,IL,Hancock County,17067,40.401318,-91.168801
Hamilton,Illinois,IL,Hardin County,17069,37.517852,-88.266148
Hancock,Illinois,IL,Henderson County,17071,40.814471,-90.941246
Hardin,Illinois,IL,Henry County,17073,41.350021,-90.130838
Henderson,Illinois,IL,Iroquois County,17075,40.748867,-87.833601
Henry,Illinois,IL,Jackson County,17077,37.786096,-89.381212
Iroquois,Illinois,IL,Jasper County,17079,39.004874,-88.150763
Jackson,Illinois,IL,Jefferson County,17081,38.30078,-88.92421
Jasper,Illinois,IL,Jersey County,17083,39.080195,-90.361385
Jefferson,Illinois,IL,Jo Daviess County,17085,42.362391,-90.21147
Jersey,Illinois,IL,Johnson County,17087,37.460709,-88.882131
Jo Daviess,Illinois,IL,Kane County,17089,41.939594,-88.42804
Johnson,Illinois,IL,Kankakee County,17091,41.13951,-87.861117
Kane,Illinois,IL,Kendall County,17093,41.58814,-88.430626
Kankakee,Illinois,IL,Knox County,17095,40.930945,-90.213792
Kendall,Illinois,IL,Lake County,17097,42.326441,-87.435976
Knox,Illinois,IL,LaSalle County,17099,41.343341,-88.885931
Lake,Illinois,IL,Lawrence County,17101,38.718954,-87.730221
LaSalle,Illinois,IL,Lee County,17103,41.747447,-89.299362
Lawrence,Illinois,IL,Livingston County,17105,40.894376,-88.552852
Lee,Illinois,IL,Logan County,17107,40.129277,-89.365309
Livingston,Illinois,IL,McDonough County,17109,40.455808,-90.678954
Logan,Illinois,IL,McHenry County,17111,42.324298,-88.452245
Macon,Illinois,IL,McLean County,17113,40.494559,-88.844539
Macoupin,Illinois,IL,Macon County,17115,39.860237,-88.961529
Madison,Illinois,IL,Macoupin County,17117,39.265914,-89.92633
Marion,Illinois,IL,Madison County,17119,38.82712,-89.900227
Marshall,Illinois,IL,Marion County,17121,38.648236,-88.920362
Mason,Illinois,IL,Marshall County,17123,41.031119,-89.342371
Massac,Illinois,IL,Mason County,17125,40.236993,-89.913575
McDonough,Illinois,IL,Massac County,17127,37.216119,-88.705658
McHenry,Illinois,IL,Menard County,17129,40.022569,-89.794133
McLean,Illinois,IL,Mercer County,17131,41.205605,-90.74177
Menard,Illinois,IL,Monroe County,17133,38.277983,-90.179078
Mercer,Illinois,IL,Montgomery County,17135,39.228068,-89.478141
Monroe,Illinois,IL,Morgan County,17137,39.717668,-90.205005
Montgomery,Illinois,IL,Moultrie County,17139,39.636896,-88.625726
Morgan,Illinois,IL,Ogle County,17141,42.041884,-89.320176
Moultrie,Illinois,IL,Peoria County,17143,40.785972,-89.766993
Ogle,Illinois,IL,Perry County,17145,38.084381,-89.368525
Peoria,Illinois,IL,Piatt County,17147,40.009033,-88.592355
Perry,Illinois,IL,Pike County,17149,39.625106,-90.889034
Piatt,Illinois,IL,Pope County,17151,37.417169,-88.542374
Pike,Illinois,IL,Pulaski County,17153,37.215615,-89.127755
Pope,Illinois,IL,Putnam County,17155,41.198961,-89.298347
Pulaski,Illinois,IL,Randolph County,17157,38.056515,-89.82121
Putnam,Illinois,IL,Richland County,17159,38.712187,-88.085452
Randolph,Illinois,IL,Rock Island County,17161,41.468421,-90.572125
Richland,Illinois,IL,St. Clair County,17163,38.470198,-89.928546
Rock Island,Illinois,IL,Saline County,17165,37.751508,-88.545024
Saline,Illinois,IL,Sangamon County,17167,39.756867,-89.662425
Sangamon,Illinois,IL,Schuyler County,17169,40.156905,-90.613464
Schuyler,Illinois,IL,Scott County,17171,39.637002,-90.477771
Scott,Illinois,IL,Shelby County,17173,39.384926,-88.798862
Shelby,Illinois,IL,Stark County,17175,41.096908,-89.797411
Stark,Illinois,IL,Stephenson County,17177,42.349726,-89.665994
St. Clair,Illinois,IL,Tazewell County,17179,40.508074,-89.51626
Stephenson,Illinois,IL,Union County,17181,37.485652,-89.244639
Tazewell,Illinois,IL,Vermilion County,17183,40.186754,-87.726778
Union,Illinois,IL,Wabash County,17185,38.445821,-87.839167
Unknown,Illinois,IL,Warren County,17187,40.850441,-90.620223
Vermilion,Illinois,IL,Washington County,17189,38.35314,-89.417187
Wabash,Illinois,IL,Wayne County,17191,38.431857,-88.43243
Warren,Illinois,IL,White County,17193,38.087326,-88.178623
Washington,Illinois,IL,Whiteside County,17195,41.750673,-89.911005
Wayne,Illinois,IL,Will County,17197,41.448474,-87.978456
White,Illinois,IL,Williamson County,17199,37.730353,-88.930018
Whiteside,Illinois,IL,Winnebago County,17201,42.337396,-89.161205
Will,Illinois,IL,Woodford County,17203,40.789787,-89.210587
Williamson,Illinois,IN,Adams County,18001,40.745733,-84.93613
Winnebago,Illinois,IN,Allen County,18003,41.091909,-85.071791
Woodford,Illinois,IN,Bartholomew County,18005,39.205843,-85.897999
Adams,Indiana,IN,Benton County,18007,40.600939,-87.314786
Allen,Indiana,IN,Blackford County,18009,40.472672,-85.32373
Bartholomew,Indiana,IN,Boone County,18011,40.050892,-86.469014
Benton,Indiana,IN,Brown County,18013,39.195113,-86.230121
Blackford,Indiana,IN,Carroll County,18015,40.58498,-86.565141
Boone,Indiana,IN,Cass County,18017,40.753799,-86.355168
Brown,Indiana,IN,Clark County,18019,38.476217,-85.711122
Carroll,Indiana,IN,Clay County,18021,39.393928,-87.115858
Cass,Indiana,IN,Clinton County,18023,40.305944,-86.477567
Clark,Indiana,IN,Crawford County,18025,38.289433,-86.440871
Clay,Indiana,IN,Daviess County,18027,38.69609,-87.076943
Clinton,Indiana,IN,Dearborn County,18029,39.14832,-84.973498
Crawford,Indiana,IN,Decatur County,18031,39.30598,-85.499831
Daviess,Indiana,IN,DeKalb County,18033,41.401189,-85.000185
Dearborn,Indiana,IN,Delaware County,18035,40.227543,-85.399262
Decatur,Indiana,IN,Dubois County,18037,38.373344,-86.873385
DeKalb,Indiana,IN,Elkhart County,18039,41.600693,-85.863986
Delaware,Indiana,IN,Fayette County,18041,39.639655,-85.185032
